rank,machine,target_date,base_date,prob,reliability,trade_type,method,sample_n,base_close,image,supports,found,open,high,low,close,diff,actual,hit
1,158,20260507,20260506,79.28,高,順張り寄り,全体陽線率,9,53323,images/158.png,第1サポート:2400下(50923) / 第2サポート:16827下(36496) / 第3サポート:23825下(29498) / 第4サポート:31874下(21449) / 最重要サポート:52854下(469),True,53323.0,57784.0,34873.0,44920.0,-8403.0,陰線,外れ
2,66,20260507,20260506,57.4,高,順張り寄り,陰線1連続後,79,-176888,images/66.png,第1サポート:3600下(-180488) / 第2サポート:9833下(-186721) / 第3サポート:12613下(-189501) / 第4サポート:16734下(-193622) / 最重要サポート:25215下(-202103),True,-176888.0,-168046.0,-184831.0,-172183.0,4705.0,陽線,的中
3,110,20260507,20260506,57.11,高,順張り寄り,陽線1連続後,31,246675,images/110.png,第1サポート:24291下(222384) / 第2サポート:27248下(219427) / 第3サポート:35400下(211275) / 第4サポート:43908下(202767) / 最重要サポート:60752下(185923),True,246675.0,263748.0,226991.0,260549.0,13874.0,陽線,的中
4,156,20260507,20260506,57.06,中,順張り寄り,全体陽線率,9,9393,images/156.png,第1サポート:2915下(6478) / 第2サポート:5571下(3822) / 第3サポート:15161下(-5768) / 第4サポート:22113下(-12720) / 最重要サポート:26551下(-17158),True,9393.0,13554.0,1663.0,1758.0,-7635.0,陰線,外れ
5,72,20260507,20260506,54.8,高,中立,陽線1連続後,71,240367,images/72.png,第1サポート:6175下(234192) / 第2サポート:19857下(220510) / 第3サポート:27450下(212917) / 第4サポート:30054下(210313) / 最重要サポート:33831下(206536),True,240367.0,255250.0,239522.0,241682.0,1315.0,陽線,的中
6,113,20260507,20260506,53.89,高,中立,陰線1連続後,31,191188,images/113.png,第1サポート:2248下(188940) / 第2サポート:10275下(180913) / 第3サポート:15159下(176029) / 第4サポート:30391下(160797) / 最重要サポート:35638下(155550),True,191188.0,208137.0,182785.0,200672.0,9484.0,陽線,的中
7,50,20260507,20260506,53.76,低,反発狙い・要注意,陰線3連続後,27,-247387,images/50.png,第1サポート:2629下(-250016),True,-247387.0,-237883.0,-254408.0,-245093.0,2294.0,陽線,的中
8,75,20260507,20260506,53.05,低〜中,弱トレンド,陰線1連続後,77,-22842,images/75.png,第1サポート:7877下(-30719) / 第2サポート:14368下(-37210) / 第3サポート:22250下(-45092) / 第4サポート:25370下(-48212) / 最重要サポート:43723下(-66565),True,-22842.0,-16766.0,-29768.0,-18633.0,4209.0,陽線,的中
9,51,20260507,20260506,52.38,高,中立,陽線2連続後,32,54699,images/51.png,第1サポート:4480下(50219) / 第2サポート:12160下(42539) / 第3サポート:15847下(38852) / 第4サポート:22161下(32538) / 最重要サポート:34180下(20519),True,54699.0,54793.0,43667.0,46577.0,-8122.0,陰線,外れ
10,76,20260507,20260506,52.35,低〜中,弱トレンド,陽線2連続後,26,-215085,images/76.png,第1サポート:3059下(-218144) / 第2サポート:10278下(-225363) / 第3サポート:16132下(-231217) / 第4サポート:29100下(-244185) / 最重要サポート:31977下(-247062),True,-215085.0,-212626.0,-219836.0,-217472.0,-2387.0,陰線,外れ
