rank,machine,target_date,base_date,prob,reliability,trade_type,method,sample_n,base_close,image,supports,found,open,high,low,close,diff,actual,hit
17,69,20260502,20260501,46.12,中,中立,陰線2連続後,42,287859,images/69.png,第1サポート:9086下(278773) / 第2サポート:24817下(263042) / 第3サポート:34710下(253149) / 第4サポート:43266下(244593) / 最重要サポート:51207下(236652),True,287859.0,287766.0,274902.0,275090.0,-12769.0,陰線,外れ
18,122,20260502,20260501,46.12,中,中立,陰線1連続後,42,-178086,images/122.png,第1サポート:6852下(-184938) / 第2サポート:12527下(-190613) / 第3サポート:16696下(-194782) / 第4サポート:22873下(-200959) / 最重要サポート:33428下(-211514),True,-178086.0,-177992.0,-191747.0,-191560.0,-13474.0,陰線,外れ
19,118,20260502,20260501,45.5,中,中立,陽線3連続後,5,24637,images/118.png,第1サポート:1814下(22823) / 第2サポート:21434下(3203) / 第3サポート:28097下(-3460) / 第4サポート:36760下(-12123) / 最重要サポート:42406下(-17769),True,24637.0,24731.0,7314.0,7501.0,-17136.0,陰線,外れ
20,42,20260502,20260501,45.34,中,中立,陰線1連続後,79,167374,images/42.png,第1サポート:2110下(165264) / 第2サポート:6296下(161078) / 第3サポート:10974下(156400) / 第4サポート:16596下(150778) / 最重要サポート:30734下(136640),True,167374.0,167468.0,154839.0,155027.0,-12347.0,陰線,外れ
21,34,20260502,20260501,45.18,低,弱トレンド,陰線1連続後,73,-53797,images/34.png,第1サポート:2461下(-56258),True,-53797.0,-44009.0,-57532.0,-44269.0,9528.0,陽線,的中
22,55,20260502,20260501,45.16,中,中立,陽線1連続後,71,-29603,images/55.png,第1サポート:2677下(-32280) / 第2サポート:6546下(-36149) / 第3サポート:17860下(-47463) / 第4サポート:25317下(-54920) / 最重要サポート:39663下(-69266),True,-29603.0,-28279.0,-37924.0,-36955.0,-7352.0,陰線,外れ
23,72,20260502,20260501,43.07,低,弱トレンド,陽線1連続後,70,185658,images/72.png,第1サポート:13617下(172041),True,185658.0,193123.0,175142.0,191339.0,5681.0,陽線,的中
24,116,20260502,20260501,42.94,低,反発狙い,陰線4連続後,9,-213745,images/116.png,第1サポート:5947下(-219692) / 第2サポート:18241下(-231986) / 第3サポート:43551下(-257296) / 第4サポート:47825下(-261570) / 最重要サポート:55317下(-269062),True,-213745.0,-204974.0,-217716.0,-217622.0,-3877.0,陰線,外れ
25,51,20260502,20260501,42.35,中,中立,陰線1連続後,71,43940,images/51.png,第1サポート:3348下(40592) / 第2サポート:10388下(33552) / 第3サポート:23363下(20577) / 第4サポート:37074下(6866),True,43940.0,52309.0,43444.0,48503.0,4563.0,陽線,的中
26,53,20260502,20260501,41.98,高,中立,陰線2連続後,42,-57976,images/53.png,第1サポート:8843下(-66819) / 第2サポート:13752下(-71728) / 第3サポート:23785下(-81761) / 第4サポート:31310下(-89286) / 最重要サポート:34196下(-92172),True,-57976.0,-51545.0,-64288.0,-64193.0,-6217.0,陰線,外れ
27,108,20260502,20260501,41.5,低,弱トレンド,陽線3連続後,5,-206981,images/108.png,第1サポート:10157下(-217138) / 第2サポート:20963下(-227944) / 第3サポート:28429下(-235410) / 第4サポート:34699下(-241680) / 最重要サポート:38712下(-245693),True,-206981.0,-181742.0,-211674.0,-190110.0,16871.0,陽線,的中
28,153,20260502,20260501,41.5,高,中立,陰線2連続後,25,255222,images/153.png,第1サポート:6641下(248581) / 第2サポート:21117下(234105) / 第3サポート:27378下(227844) / 第4サポート:41893下(213329) / 最重要サポート:44829下(210393),True,255222.0,278556.0,249780.0,274338.0,19116.0,陽線,的中
29,112,20260502,20260501,41.38,低,弱トレンド,陰線1連続後,32,-267391,images/112.png,第1サポート:3944下(-271335) / 第2サポート:7543下(-274934) / 第3サポート:17255下(-284646),True,-267391.0,-267296.0,-285263.0,-285074.0,-17683.0,陰線,外れ
30,77,20260502,20260501,40.93,低,反発狙い・要注意,陰線3連続後,28,-342466,images/77.png,第1サポート:1925下(-344391),True,-342466.0,-340869.0,-358381.0,-351151.0,-8685.0,陰線,外れ
31,71,20260502,20260501,40.07,低,弱トレンド,陰線1連続後,79,-237044,images/71.png,第1サポート:2232下(-239276) / 第2サポート:6573下(-243617),True,-237044.0,-220921.0,-237327.0,-235720.0,1324.0,陽線,的中
32,136,20260502,20260501,39.95,低,反発狙い・要注意,陰線3連続後,11,-260350,images/136.png,第1サポート:2001下(-262351) / 第2サポート:7069下(-267419) / 第3サポート:9877下(-270227) / 第4サポート:17697下(-278047),True,-260350.0,-253636.0,-271007.0,-262556.0,-2206.0,陰線,外れ
33,113,20260502,20260501,39.33,低〜中,中立,陰線1連続後,29,154226,images/113.png,第1サポート:6438下(147788) / 第2サポート:21532下(132694) / 第3サポート:24544下(129682) / 第4サポート:39705下(114521) / 最重要サポート:49827下(104399),True,154226.0,171794.0,142199.0,171569.0,17343.0,陽線,的中
34,58,20260502,20260501,39.0,低〜中,弱トレンド,陽線2連続後,32,-307662,images/58.png,第1サポート:2734下(-310396) / 第2サポート:14625下(-322287) / 第3サポート:22249下(-329911) / 第4サポート:44198下(-351860),True,-307662.0,-304717.0,-312868.0,-311878.0,-4216.0,陰線,外れ
35,44,20260502,20260501,38.53,中,中立,陰線2連続後,39,75367,images/44.png,第1サポート:4566下(70801) / 第2サポート:10796下(64571) / 第3サポート:13306下(62061) / 第4サポート:30279下(45088) / 最重要サポート:53761下(21606),True,75367.0,97612.0,71490.0,95299.0,19932.0,陽線,的中
36,37,20260502,20260501,38.23,中,中立,陰線1連続後,73,-194305,images/37.png,第1サポート:2979下(-197284) / 第2サポート:9156下(-203461) / 第3サポート:18309下(-212614) / 第4サポート:25897下(-220202) / 最重要サポート:34221下(-228526),True,-194305.0,-186716.0,-197543.0,-188820.0,5485.0,陽線,的中
37,74,20260502,20260501,37.76,高,中立,陽線2連続後,31,-19526,images/74.png,第1サポート:17071下(-36597) / 第2サポート:29876下(-49402) / 第3サポート:32560下(-52086) / 第4サポート:35073下(-54599) / 最重要サポート:39220下(-58746),True,-19526.0,-17398.0,-22291.0,-22197.0,-2671.0,陰線,外れ
38,59,20260502,20260501,37.63,低〜中,反発狙い,陰線3連続後,23,-331863,images/59.png,第1サポート:2325下(-334188) / 第2サポート:17020下(-348883) / 第3サポート:27311下(-359174) / 第4サポート:33890下(-365753) / 最重要サポート:40395下(-372258),True,-331863.0,-325125.0,-335645.0,-325810.0,6053.0,陽線,的中
39,49,20260502,20260501,37.5,低〜中,弱トレンド,陰線1連続後,75,-71031,images/49.png,第1サポート:2115下(-73146) / 第2サポート:6962下(-77993) / 第3サポート:11597下(-82628) / 第4サポート:17676下(-88707) / 最重要サポート:25046下(-96077),True,-71031.0,-70936.0,-88619.0,-88430.0,-17399.0,陰線,外れ
40,43,20260502,20260501,37.36,低,反発狙い・要注意,陰線4連続後,14,-175543,images/43.png,第1サポート:188下(-175731),True,-175543.0,-141869.0,-177175.0,-143162.0,32381.0,陽線,的中
41,73,20260502,20260501,36.17,低,反発狙い・要注意,陰線3連続後,24,-146937,images/73.png,第1サポート:10752下(-157689),True,-146937.0,-143509.0,-161584.0,-145340.0,1597.0,陽線,的中
42,48,20260502,20260501,35.34,中,中立,陰線1連続後,76,-281714,images/48.png,第1サポート:9078下(-290792) / 第2サポート:13856下(-295570) / 第3サポート:22283下(-303997) / 第4サポート:29157下(-310871) / 最重要サポート:35234下(-316948),True,-281714.0,-280829.0,-303074.0,-302802.0,-21088.0,陰線,外れ
43,121,20260502,20260501,34.91,高,中立,陰線2連続後,17,6650,images/121.png,第1サポート:3899下(2751) / 第2サポート:14429下(-7779) / 第3サポート:26999下(-20349) / 第4サポート:30702下(-24052) / 最重要サポート:35416下(-28766),True,6650.0,6744.0,-9124.0,-8936.0,-15586.0,陰線,外れ
44,45,20260502,20260501,34.86,低,反発狙い・弱トレンド,陰線3連続後,22,-184595,images/45.png,第1サポート:2327下(-186922) / 第2サポート:5318下(-189913) / 第3サポート:9106下(-193701) / 第4サポート:17485下(-202080) / 最重要サポート:21934下(-206529),True,-184595.0,-170416.0,-185017.0,-182857.0,1738.0,陽線,的中
45,63,20260502,20260501,34.76,低〜中,中立,陽線2連続後,31,-130965,images/63.png,第1サポート:2556下(-133521) / 第2サポート:5334下(-136299) / 第3サポート:11778下(-142743) / 第4サポート:15349下(-146314) / 最重要サポート:18862下(-149827),True,-130965.0,-130870.0,-150823.0,-150634.0,-19669.0,陰線,外れ
46,50,20260502,20260501,34.5,低,弱トレンド,陰線2連続後,45,-213910,images/50.png,第1サポート:272下(-214182),True,-213910.0,-213978.0,-237515.0,-237243.0,-23333.0,陰線,外れ
47,40,20260502,20260501,34.21,低,弱トレンド,陰線1連続後,68,118184,images/40.png,第1サポート:4718下(113466) / 第2サポート:9933下(108251) / 第3サポート:14383下(103801) / 第4サポート:24001下(94183),True,118184.0,118278.0,105790.0,105978.0,-12206.0,陰線,外れ
48,65,20260502,20260501,34.12,低,弱トレンド,陽線1連続後,73,-301249,images/65.png,第1サポート:5802下(-307051) / 第2サポート:13240下(-314489) / 第3サポート:18967下(-320216) / 第4サポート:25432下(-326681),True,-301249.0,-299324.0,-314018.0,-308666.0,-7417.0,陰線,外れ
49,61,20260502,20260501,33.89,低,反発狙い・要注意,陰線後,165,-3363,images/61.png,第1サポート:94下(-3457),True,-3363.0,26297.0,-13363.0,24733.0,28096.0,陽線,的中
50,147,20260502,20260501,33.79,低,弱トレンド,陰線2連続後,28,-159292,images/147.png,第1サポート:12588下(-171880) / 第2サポート:25798下(-185090) / 第3サポート:39009下(-198301) / 第4サポート:57816下(-217108) / 最重要サポート:70450下(-229742),True,-159292.0,-159244.0,-165887.0,-165793.0,-6501.0,陰線,外れ
51,56,20260502,20260501,33.39,低,反発狙い・要注意,陰線後,162,5899,images/56.png,第1サポート:187下(5712),True,5899.0,6920.0,-14645.0,-14373.0,-20272.0,陰線,外れ
52,137,20260502,20260501,32.96,低,弱トレンド,陽線1連続後,39,-333911,images/137.png,第1サポート:12660下(-346571) / 第2サポート:15378下(-349289) / 第3サポート:23604下(-357515),True,-333911.0,-333817.0,-350530.0,-350342.0,-16431.0,陰線,外れ
53,130,20260502,20260501,32.88,低,弱トレンド,陽線1連続後,32,-158212,images/130.png,第1サポート:3421下(-161633) / 第2サポート:9269下(-167481) / 第3サポート:15072下(-173284),True,-158212.0,-157977.0,-170183.0,-169996.0,-11784.0,陰線,外れ
54,151,20260502,20260501,32.82,低,反発狙い,陰線後,107,-38333,images/151.png,第1サポート:1798下(-40131) / 第2サポート:8741下(-47074) / 第3サポート:12862下(-51195) / 第4サポート:16624下(-54957) / 最重要サポート:29368下(-67701),True,-38333.0,-35874.0,-48191.0,-40437.0,-2104.0,陰線,外れ
55,67,20260502,20260501,32.65,低,反発狙い・弱トレンド,陰線後,173,-490259,images/67.png,第1サポート:3380下(-493639) / 第2サポート:9591下(-499850) / 第3サポート:15734下(-505993),True,-490259.0,-490165.0,-506127.0,-498662.0,-8403.0,陰線,外れ
56,109,20260502,20260501,31.83,低,反発狙い・弱トレンド,陰線4連続後,6,-343281,images/109.png,第1サポート:2394下(-345675) / 第2サポート:12810下(-356091) / 第3サポート:35233下(-378514) / 第4サポート:39335下(-382616) / 最重要サポート:57656下(-400937),True,-343281.0,-309471.0,-347770.0,-320083.0,23198.0,陽線,的中
57,36,20260502,20260501,31.34,低,弱トレンド,陰線1連続後,76,-111175,images/36.png,第1サポート:4823下(-115998) / 第2サポート:11821下(-122996),True,-111175.0,-98427.0,-122256.0,-99057.0,12118.0,陽線,的中
58,41,20260502,20260501,31.23,中,中立,陽線2連続後,37,-378320,images/41.png,第1サポート:2360下(-380680) / 第2サポート:11206下(-389526) / 第3サポート:16050下(-394370) / 第4サポート:19838下(-398158) / 最重要サポート:23833下(-402153),True,-378320.0,-358366.0,-381230.0,-359963.0,18357.0,陽線,的中
59,146,20260502,20260501,31.0,中,中立,陰線1連続後,40,-230778,images/146.png,第1サポート:4178下(-234956) / 第2サポート:11444下(-242222) / 第3サポート:17728下(-248506) / 第4サポート:30506下(-261284) / 最重要サポート:36009下(-266787),True,-230778.0,-214862.0,-231810.0,-226646.0,4132.0,陽線,的中
60,152,20260502,20260501,30.77,低,反発狙い・要注意,陰線後,102,23155,images/152.png,第1サポート:95下(23060),True,23155.0,25874.0,15496.0,15590.0,-7565.0,陰線,外れ
61,35,20260502,20260501,30.64,低〜中,中立,陽線2連続後,28,-99233,images/35.png,第1サポート:4580下(-103813) / 第2サポート:8786下(-108019) / 第3サポート:13567下(-112800),True,-99233.0,-91006.0,-102873.0,-92259.0,6974.0,陽線,的中
62,123,20260502,20260501,30.21,低,反発狙い・要注意,陰線3連続後,14,-403859,images/123.png,第1サポート:272下(-404131),True,-403859.0,-357329.0,-421384.0,-357604.0,46255.0,陽線,的中
63,129,20260502,20260501,30.13,低,反発狙い・要注意,陰線後,87,-94575,images/129.png,第1サポート:4421下(-98996),True,-94575.0,-62466.0,-101037.0,-64438.0,30137.0,陽線,的中
64,47,20260502,20260501,29.88,低〜中,中立,陰線1連続後,65,-218636,images/47.png,第1サポート:6765下(-225401) / 第2サポート:12384下(-231020) / 第3サポート:17008下(-235644) / 第4サポート:23850下(-242486) / 最重要サポート:36964下(-255600),True,-218636.0,-205631.0,-220138.0,-214786.0,3850.0,陽線,的中
65,134,20260502,20260501,29.03,高,中立,陰線1連続後,34,-236188,images/134.png,第1サポート:4896下(-241084) / 第2サポート:8500下(-244688) / 第3サポート:15686下(-251874) / 第4サポート:26033下(-262221) / 最重要サポート:31421下(-267609),True,-236188.0,-236140.0,-244462.0,-237795.0,-1607.0,陰線,外れ
66,133,20260502,20260501,27.91,低,弱トレンド,陰線2連続後,17,-14937,images/133.png,第1サポート:11710下(-26647) / 第2サポート:18168下(-33105) / 第3サポート:21682下(-36619) / 第4サポート:47806下(-62743) / 最重要サポート:72587下(-87524),True,-14937.0,3984.0,-23763.0,1448.0,16385.0,陽線,的中
67,111,20260502,20260501,27.83,低,反発狙い・要注意,陰線4連続後,6,-390271,images/111.png,第1サポート:94下(-390365),True,-390271.0,-390177.0,-409707.0,-409519.0,-19248.0,陰線,外れ
68,149,20260502,20260501,27.83,低,反発狙い・要注意,陰線5連続後,6,-50225,images/149.png,第1サポート:6760下(-56985),True,-50225.0,-50131.0,-68347.0,-59473.0,-9248.0,陰線,外れ
69,119,20260502,20260501,27.07,低,反発狙い,陰線3連続後,14,-382198,images/119.png,第1サポート:4959下(-387157) / 第2サポート:13642下(-395840) / 第3サポート:23824下(-406022) / 第4サポート:27335下(-409533) / 最重要サポート:31889下(-414087),True,-382198.0,-381313.0,-404578.0,-404306.0,-22108.0,陰線,外れ
70,132,20260502,20260501,26.37,低,反発狙い・要注意,陰線後,91,-221755,images/132.png,第1サポート:8967下(-230722),True,-221755.0,-221661.0,-235276.0,-235088.0,-13333.0,陰線,外れ
71,52,20260502,20260501,26.08,低,弱トレンド,陰線2連続後,38,-330489,images/52.png,第1サポート:5476下(-335965) / 第2サポート:8660下(-339149) / 第3サポート:19370下(-349859) / 第4サポート:36603下(-367092),True,-330489.0,-326635.0,-335879.0,-332947.0,-2458.0,陰線,外れ
72,115,20260502,20260501,23.68,高,中立,陽線2連続後,11,-86419,images/115.png,第1サポート:11427下(-97846) / 第2サポート:24553下(-110972) / 第3サポート:31599下(-118018) / 第4サポート:35890下(-122309) / 最重要サポート:40471下(-126890),True,-86419.0,-74306.0,-90785.0,-90597.0,-4178.0,陰線,外れ
73,110,20260502,20260501,23.5,低,反発狙い,陰線3連続後,8,201113,images/110.png,第1サポート:1938下(199175) / 第2サポート:7234下(193879) / 第3サポート:10513下(190600) / 第4サポート:18880下(182233) / 最重要サポート:25324下(175789),True,201113.0,201318.0,176488.0,176760.0,-24353.0,陰線,外れ
74,64,20260502,20260501,20.82,低,反発狙い,陰線3連続後,19,-186858,images/64.png,第1サポート:13170下(-200028) / 第2サポート:16012下(-202870),True,-186858.0,-186810.0,-195084.0,-194990.0,-8132.0,陰線,外れ
75,148,20260502,20260501,20.69,低,弱トレンド,陰線1連続後,42,-396884,images/148.png,第1サポート:11137下(-408021),True,-396884.0,-383077.0,-403976.0,-396127.0,757.0,陽線,的中
76,154,20260502,20260501,19.5,低,弱トレンド,全体陽線率,4,-65984,images/154.png,第1サポート:272下(-66256),True,-65984.0,-40337.0,-74555.0,-52174.0,13810.0,陽線,的中
77,155,20260502,20260501,19.5,低,弱トレンド,全体陽線率,4,-49233,images/155.png,第1サポート:4507下(-53740),True,-49233.0,-49641.0,-80593.0,-80321.0,-31088.0,陰線,外れ
78,46,20260502,20260501,17.58,低〜中,中立,陰線2連続後,39,-309130,images/46.png,第1サポート:3959下(-313089) / 第2サポート:12102下(-321232) / 第3サポート:29776下(-338906) / 第4サポート:33156下(-342286),True,-309130.0,-300997.0,-313007.0,-311304.0,-2174.0,陰線,外れ
79,131,20260502,20260501,16.88,中,中立,陽線2連続後,13,41988,images/131.png,第1サポート:6994下(34994) / 第2サポート:18146下(23842) / 第3サポート:23202下(18786) / 第4サポート:33369下(8619) / 最重要サポート:48984下(-6996),True,41988.0,55502.0,30277.0,54781.0,12793.0,陽線,的中
80,150,20260502,20260501,13.94,低,弱トレンド,陽線1連続後,36,-446806,images/150.png,第1サポート:7636下(-454442) / 第2サポート:14705下(-461511),True,-446806.0,-446711.0,-463543.0,-463354.0,-16548.0,陰線,外れ
81,128,20260502,20260501,8.79,低,反発狙い・要注意,陰線4連続後,7,-173542,images/128.png,第1サポート:5211下(-178753),True,-173542.0,-173448.0,-190725.0,-190537.0,-16995.0,陰線,外れ
82,60,20260502,20260501,5.0,低,反発狙い・要注意,陰線3連続後,21,-358872,images/60.png,第1サポート:4645下(-363517),True,-358872.0,-358667.0,-381865.0,-381593.0,-22721.0,陰線,外れ
83,157,20260502,20260501,5.0,低,反発狙い・要注意,全体陽線率,4,-89437,images/157.png,第1サポート:188下(-89625),True,-89437.0,-88076.0,-120797.0,-100729.0,-11292.0,陰線,外れ
