rank,machine,target_date,base_date,prob,reliability,trade_type,method,sample_n,base_close,image,supports,found,open,high,low,close,diff,actual,hit
1,158,20260508,20260507,68.5,高,順張り寄り,全体陽線率,10,44920,images/158.png,第1サポート:9694下(35226) / 第2サポート:13880下(31040) / 第3サポート:17854下(27066) / 第4サポート:23471下(21449) / 最重要サポート:44451下(469),True,44920.0,66553.0,42335.0,57301.0,12381.0,陽線,的中
2,110,20260508,20260507,61.75,高,順張り寄り,陽線2連続後,16,260549,images/110.png,第1サポート:24364下(236185) / 第2サポート:33558下(226991) / 第3サポート:37722下(222827) / 第4サポート:48848下(211701) / 最重要サポート:52744下(207805),True,260549.0,285652.0,258917.0,283951.0,23402.0,陽線,的中
3,58,20260508,20260507,61.17,低,反発狙い・要注意,陰線6連続後,6,-380545,images/58.png,第1サポート:2366下(-382911),True,-380545.0,-367446.0,-384676.0,-370357.0,10188.0,陽線,的中
4,148,20260508,20260507,61.17,低,反発狙い・要注意,陰線5連続後,6,-457439,images/148.png,第1サポート:6573下(-464012),True,-457439.0,-457345.0,-476734.0,-476546.0,-19107.0,陰線,外れ
5,113,20260508,20260507,60.05,高,順張り寄り,陽線1連続後,33,200672,images/113.png,第1サポート:8172下(192500) / 第2サポート:11732下(188940) / 第3サポート:17779下(182893) / 第4サポート:25113下(175559) / 最重要サポート:39856下(160816),True,200672.0,219780.0,197433.0,211987.0,11315.0,陽線,的中
6,118,20260508,20260507,56.83,低〜中,反発狙い,陰線3連続後,12,31479,images/118.png,第1サポート:19821下(11658) / 第2サポート:27551下(3928) / 第3サポート:34791下(-3312) / 第4サポート:45167下(-13688) / 最重要サポート:66619下(-35140),True,31479.0,31761.0,14719.0,14907.0,-16572.0,陰線,外れ
7,70,20260508,20260507,56.72,高,中立,陰線1連続後,82,-940,images/70.png,第1サポート:3911下(-4851) / 第2サポート:10642下(-11582) / 第3サポート:13388下(-14328) / 第4サポート:17071下(-18011) / 最重要サポート:19667下(-20607),True,-940.0,11596.0,-1409.0,8967.0,9907.0,陽線,的中
8,111,20260508,20260507,55.35,低〜中,弱トレンド,陽線2連続後,13,-423326,images/111.png,第1サポート:9339下(-432665) / 第2サポート:25037下(-448363) / 第3サポート:46667下(-469993) / 第4サポート:51992下(-475318),True,-423326.0,-423278.0,-425453.0,-425359.0,-2033.0,陰線,外れ
9,57,20260508,20260507,53.77,高,中立,陰線2連続後,44,-65622,images/57.png,第1サポート:4688下(-70310) / 第2サポート:10387下(-76009) / 第3サポート:13521下(-79143) / 第4サポート:26753下(-92375) / 最重要サポート:30717下(-96339),True,-65622.0,-43377.0,-69363.0,-45894.0,19728.0,陽線,的中
10,69,20260508,20260507,52.95,高,中立,陽線後,137,310601,images/69.png,第1サポート:6478下(304123) / 第2サポート:14946下(295655) / 第3サポート:17652下(292949) / 第4サポート:24060下(286541) / 最重要サポート:28287下(282314),True,310601.0,318096.0,302871.0,312185.0,1584.0,陽線,的中
11,116,20260508,20260507,51.93,高,中立,陽線1連続後,28,-177500,images/116.png,第1サポート:4892下(-182392) / 第2サポート:11655下(-189155) / 第3サポート:18651下(-196151) / 第4サポート:22154下(-199654) / 最重要サポート:25729下(-203229),True,-177500.0,-177452.0,-187074.0,-186979.0,-9479.0,陰線,外れ
