rank,machine,target_date,base_date,prob,reliability,trade_type,method,sample_n,base_close,image,supports,found,open,high,low,close,diff,actual,hit
1,158,20260510,20260509,65.17,高,順張り寄り,全体陽線率,12,34784,images/158.png,第1サポート:3197下(31587) / 第2サポート:13335下(21449) / 第3サポート:34315下(469) / 第4サポート:60036下(-25252),True,34784.0,35669.0,5805.0,28798.0,-5986.0,陰線,外れ
2,41,20260510,20260509,58.2,高,順張り寄り,陽線1連続後,74,-325693,images/41.png,第1サポート:13647下(-339340) / 第2サポート:17369下(-343062) / 第3サポート:20640下(-346333) / 第4サポート:27502下(-353195) / 最重要サポート:37100下(-362793),True,-325693.0,-325645.0,-332217.0,-332123.0,-6430.0,陰線,外れ
3,119,20260510,20260509,58.14,低,反発狙い,陰線4連続後,11,-394272,images/119.png,第1サポート:1831下(-396103) / 第2サポート:6862下(-401134) / 第3サポート:12061下(-406333) / 第4サポート:15261下(-409533) / 最重要サポート:19613下(-413885),True,-394272.0,-393708.0,-406948.0,-406760.0,-12488.0,陰線,外れ
4,110,20260510,20260509,57.11,高,順張り寄り,陰線1連続後,31,269773,images/110.png,第1サポート:12028下(257745) / 第2サポート:29731下(240042) / 第3サポート:42782下(226991) / 第4サポート:52899下(216874) / 最重要サポート:58035下(211738),True,269773.0,281074.0,264573.0,268402.0,-1371.0,陰線,外れ
5,75,20260510,20260509,56.63,高,中立,陰線1連続後,78,-17130,images/75.png,第1サポート:1878下(-19008) / 第2サポート:5156下(-22286) / 第3サポート:12638下(-29768) / 第4サポート:18348下(-35478) / 最重要サポート:27962下(-45092),True,-17130.0,-7862.0,-22874.0,-12283.0,4847.0,陽線,的中
6,77,20260510,20260509,55.5,中,中立,陽線3連続後,12,-335957,images/77.png,第1サポート:3939下(-339896) / 第2サポート:12612下(-348569) / 第3サポート:22984下(-358941) / 第4サポート:28098下(-364055) / 最重要サポート:38701下(-374658),True,-335957.0,-325440.0,-345722.0,-328304.0,7653.0,陽線,的中
7,113,20260510,20260509,55.5,高,順張り寄り,陽線3連続後,10,214981,images/113.png,第1サポート:12217下(202764) / 第2サポート:18030下(196951) / 第3サポート:23129下(191852) / 第4サポート:26415下(188566) / 最重要サポート:32196下(182785),True,214981.0,214981.0,192737.0,211648.0,-3333.0,陰線,外れ
8,137,20260510,20260509,54.64,低〜中,弱トレンド,陰線2連続後,21,-358651,images/137.png,第1サポート:8366下(-367017) / 第2サポート:19063下(-377714),True,-358651.0,-319263.0,-362460.0,-327698.0,30953.0,陽線,的中
9,62,20260510,20260509,53.98,高,中立,陽線1連続後,66,-262940,images/62.png,第1サポート:22122下(-285062) / 第2サポート:29094下(-292034) / 第3サポート:34193下(-297133) / 第4サポート:38385下(-301325) / 最重要サポート:46116下(-309056),True,-262940.0,-258440.0,-267250.0,-267156.0,-4216.0,陰線,外れ
10,47,20260510,20260509,52.5,高,中立,陽線1連続後,66,-207210,images/47.png,第1サポート:6975下(-214185) / 第2サポート:10724下(-217934) / 第3サポート:16939下(-224149) / 第4サポート:22278下(-229488) / 最重要サポート:26371下(-233581),True,-207210.0,-199886.0,-220871.0,-203641.0,3569.0,陽線,的中
