rank,machine,target_date,base_date,prob,reliability,trade_type,method,sample_n,base_close,image,supports,found,open,high,low,close,diff,actual,hit
1,158,20260506,20260505,95.0,高,順張り寄り,陽線後,6,79105,images/158.png,第1サポート:10278下(68827) / 第2サポート:28712下(50393) / 第3サポート:42625下(36480) / 第4サポート:52362下(26743) / 最重要サポート:57656下(21449),True,79105.0,79310.0,53051.0,53323.0,-25782.0,陰線,外れ
2,149,20260506,20260505,65.5,高,中立,陽線2連続後,10,-3650,images/149.png,第1サポート:12719下(-16369) / 第2サポート:21533下(-25183) / 第3サポート:38424下(-42074) / 第4サポート:43772下(-47422) / 最重要サポート:55570下(-59220),True,-3650.0,-1144.0,-9394.0,-9300.0,-5650.0,陰線,外れ
3,113,20260506,20260505,64.32,高,順張り寄り,陽線2連続後,17,194994,images/113.png,第1サポート:2410下(192584) / 第2サポート:6054下(188940) / 第3サポート:16139下(178855) / 第4サポート:19435下(175559) / 最重要サポート:25991下(169003),True,194994.0,195042.0,191094.0,191188.0,-3806.0,陰線,外れ
4,120,20260506,20260505,58.79,低,反発狙い・要注意,陰線3連続後,14,15141,images/120.png,第1サポート:11158下(3983),True,15141.0,15346.0,-6899.0,8543.0,-6598.0,陰線,外れ
5,41,20260506,20260505,57.55,高,順張り寄り,陽線1連続後,73,-346916,images/41.png,第1サポート:13867下(-360783) / 第2サポート:18407下(-365323) / 第3サポート:21834下(-368750) / 第4サポート:29085下(-376001) / 最重要サポート:32869下(-379785),True,-346916.0,-335507.0,-347197.0,-341235.0,5681.0,陽線,的中
6,110,20260506,20260505,55.5,高,順張り寄り,陰線1連続後,30,222572,images/110.png,第1サポート:6701下(215871) / 第2サポート:12257下(210315) / 第3サポート:16802下(205770) / 第4サポート:25155下(197417) / 最重要サポート:40011下(182561),True,222572.0,248726.0,211701.0,246675.0,24103.0,陽線,的中
7,62,20260506,20260505,53.89,高,中立,陽線2連続後,31,-291310,images/62.png,第1サポート:17746下(-309056) / 第2サポート:22120下(-313430) / 第3サポート:25796下(-317106) / 第4サポート:36084下(-327394) / 最重要サポート:43412下(-334722),True,-291310.0,-285187.0,-295376.0,-290293.0,1017.0,陽線,的中
8,116,20260506,20260505,53.65,高,中立,陽線1連続後,27,-168590,images/116.png,第1サポート:5392下(-173982) / 第2サポート:27561下(-196151) / 第3サポート:45069下(-213659) / 第4サポート:63396下(-231986) / 最重要サポート:70949下(-239539),True,-168590.0,-168496.0,-182392.0,-182205.0,-13615.0,陰線,外れ
9,38,20260506,20260505,52.56,高,中立,陰線1連続後,85,-199016,images/38.png,第1サポート:3187下(-202203) / 第2サポート:5898下(-204914) / 第3サポート:15462下(-214478) / 第4サポート:22434下(-221450) / 最重要サポート:27033下(-226049),True,-199016.0,-198968.0,-208543.0,-207077.0,-8061.0,陰線,外れ
10,69,20260506,20260505,52.56,高,中立,陽線3連続後,17,290846,images/69.png,第1サポート:5692下(285154) / 第2サポート:8917下(281929) / 第3サポート:21073下(269773) / 第4サポート:37960下(252886) / 最重要サポート:47133下(243713),True,290846.0,310471.0,287466.0,305541.0,14695.0,陽線,的中
11,47,20260506,20260505,52.38,高,中立,陽線2連続後,32,-202038,images/47.png,第1サポート:3286下(-205324) / 第2サポート:6934下(-208972) / 第3サポート:12074下(-214112) / 第4サポート:15844下(-217882) / 最重要サポート:23046下(-225084),True,-202038.0,-200241.0,-207144.0,-202368.0,-330.0,陰線,外れ
12,70,20260506,20260505,52.12,高,中立,陰線1連続後,81,-8246,images/70.png,第1サポート:4611下(-12857) / 第2サポート:9765下(-18011) / 第3サポート:12361下(-20607) / 第4サポート:16012下(-24258) / 最重要サポート:22824下(-31070),True,-8246.0,8445.0,-9428.0,7405.0,15651.0,陽線,的中
