rank,machine,target_date,base_date,prob,reliability,trade_type,method,sample_n,base_close,image,supports,found,open,high,low,close,diff,actual,hit
1,158,20260515,20260514,72.17,高,順張り寄り,陽線後,9,36348,images/158.png,第1サポート:3064下(33284) / 第2サポート:6995下(29353) / 第3サポート:10132下(26216) / 第4サポート:14899下(21449) / 最重要サポート:30543下(5805),True,36348.0,36396.0,27460.0,27649.0,-8699.0,陰線,外れ
2,113,20260515,20260514,58.38,中,中立,陽線1連続後,34,207692,images/113.png,第1サポート:8647下(199045) / 第2サポート:11385下(196307) / 第3サポート:15811下(191881) / 第4サポート:19564下(188128) / 最重要サポート:24907下(182785),True,207692.0,207786.0,189383.0,189570.0,-18122.0,陰線,外れ
3,75,20260515,20260514,55.5,高,順張り寄り,陰線2連続後,32,3701,images/75.png,第1サポート:2128下(1573) / 第2サポート:4649下(-948) / 第3サポート:12559下(-8858) / 第4サポート:16596下(-12895) / 最重要サポート:25566下(-21865),True,3701.0,8548.0,1290.0,7768.0,4067.0,陽線,的中
4,156,20260515,20260514,54.5,低,弱トレンド,陰線1連続後,5,-106928,images/156.png,第1サポート:1726下(-108654) / 第2サポート:11586下(-118514),True,-106928.0,-106833.0,-126786.0,-126597.0,-19669.0,陰線,外れ
5,117,20260515,20260514,53.0,高,中立,陰線1連続後,40,-48710,images/117.png,第1サポート:1880下(-50590) / 第2サポート:5205下(-53915) / 第3サポート:22479下(-71189) / 第4サポート:27040下(-75750) / 最重要サポート:36422下(-85132),True,-48710.0,-34430.0,-62133.0,-38349.0,10361.0,陽線,的中
6,122,20260515,20260514,52.35,低〜中,反発狙い,陰線3連続後,13,-148719,images/122.png,第1サポート:9987下(-158706) / 第2サポート:16606下(-165325) / 第3サポート:24218下(-172937) / 第4サポート:36058下(-184777) / 最重要サポート:41584下(-190303),True,-148719.0,-130737.0,-149000.0,-132615.0,16104.0,陽線,的中
7,69,20260515,20260514,50.95,高,中立,陰線2連続後,44,312290,images/69.png,第1サポート:2237下(310053) / 第2サポート:6210下(306080) / 第3サポート:9282下(303008) / 第4サポート:18487下(293803) / 最重要サポート:22483下(289807),True,312290.0,312948.0,292431.0,312478.0,188.0,陽線,的中
8,44,20260515,20260514,50.82,高,中立,陽線1連続後,73,58068,images/44.png,第1サポート:1917下(56151) / 第2サポート:5272下(52796) / 第3サポート:12838下(45230) / 第4サポート:15607下(42461) / 最重要サポート:19796下(38272),True,58068.0,80177.0,56436.0,74735.0,16667.0,陽線,的中
9,42,20260515,20260514,50.31,低〜中,弱トレンド,陰線2連続後,43,137605,images/42.png,第1サポート:1742下(135863) / 第2サポート:16155下(121450),True,137605.0,137653.0,128882.0,130111.0,-7494.0,陰線,外れ
10,57,20260515,20260514,50.24,高,中立,陽線1連続後,76,-11001,images/57.png,第1サポート:22515下(-33516) / 第2サポート:33625下(-44626) / 第3サポート:40456下(-51457) / 第4サポート:44555下(-55556) / 最重要サポート:58498下(-69499),True,-11001.0,-6414.0,-17313.0,-8849.0,2152.0,陽線,的中
11,56,20260515,20260514,49.05,低,反発狙い・要注意,陰線3連続後,22,-82163,images/56.png,第1サポート:2227下(-84390),True,-82163.0,-68829.0,-83195.0,-71411.0,10752.0,陽線,的中
