rank,machine,target_date,base_date,prob,reliability,trade_type,method,sample_n,base_close,image,supports,found,open,high,low,close,diff,actual,hit
18,118,20260427,20260426,47.17,中,中立,陽線2連続後,12,-11538,images/118.png,第1サポート:6479下(-18017) / 第2サポート:17201下(-28739) / 第3サポート:29122下(-40660) / 第4サポート:33552下(-45090) / 最重要サポート:42110下(-53648),True,-11538.0,-11444.0,-23415.0,-14448.0,-2910.0,陰線,外れ
19,153,20260427,20260426,47.17,高,中立,陰線2連続後,24,246974,images/153.png,第1サポート:3995下(242979) / 第2サポート:11644下(235330) / 第3サポート:30104下(216870) / 第4サポート:34064下(212910) / 最重要サポート:45460下(201514),True,246974.0,247068.0,236411.0,236599.0,-10375.0,陰線,外れ
20,42,20260427,20260426,47.0,低,弱トレンド,陰線2連続後,40,141270,images/42.png,第1サポート:5193下(136077),True,141270.0,164536.0,138753.0,163447.0,22177.0,陽線,的中
21,109,20260427,20260426,46.88,高,中立,陰線1連続後,29,-303751,images/109.png,第1サポート:15603下(-319354) / 第2サポート:24597下(-328348) / 第3サポート:37461下(-341212) / 第4サポート:52340下(-356091) / 最重要サポート:57814下(-361565),True,-303751.0,-285065.0,-308962.0,-286802.0,16949.0,陽線,的中
22,45,20260427,20260426,46.53,中,中立,陰線2連続後,39,-166125,images/45.png,第1サポート:4938下(-171063) / 第2サポート:10150下(-176275) / 第3サポート:22817下(-188942) / 第4サポート:29017下(-195142) / 最重要サポート:35955下(-202080),True,-166125.0,-164919.0,-174564.0,-173831.0,-7706.0,陰線,外れ
23,57,20260427,20260426,46.29,高,中立,陰線1連続後,76,-60998,images/57.png,第1サポート:12342下(-73340) / 第2サポート:16104下(-77102) / 第3サポート:21433下(-82431) / 第4サポート:27817下(-88815) / 最重要サポート:36204下(-97202),True,-60998.0,-60793.0,-82018.0,-72698.0,-11700.0,陰線,外れ
24,37,20260427,20260426,46.08,高,中立,陽線1連続後,69,-179745,images/37.png,第1サポート:9193下(-188938) / 第2サポート:13478下(-193223) / 第3サポート:23306下(-203051) / 第4サポート:32869下(-212614) / 最重要サポート:38407下(-218152),True,-179745.0,-178397.0,-185631.0,-179650.0,95.0,陽線,的中
25,34,20260427,20260426,45.89,低,弱トレンド,陰線1連続後,72,-42106,images/34.png,第1サポート:94下(-42200),True,-42106.0,-34706.0,-46999.0,-45132.0,-3026.0,陰線,外れ
26,128,20260427,20260426,44.5,低,弱トレンド,陰線2連続後,22,-105131,images/128.png,第1サポート:188下(-105319),True,-105131.0,-92783.0,-106633.0,-97055.0,8076.0,陽線,的中
27,53,20260427,20260426,44.33,低,反発狙い,陰線3連続後,24,-96945,images/53.png,第1サポート:4668下(-101613) / 第2サポート:17375下(-114320) / 第3サポート:20696下(-117641) / 第4サポート:44200下(-141145) / 最重要サポート:56597下(-153542),True,-96945.0,-77649.0,-100747.0,-84926.0,12019.0,陽線,的中
28,44,20260427,20260426,43.87,中,中立,陽線後,118,75929,images/44.png,第1サポート:5128下(70801) / 第2サポート:13139下(62790) / 第3サポート:16572下(59357) / 第4サポート:21673下(54256) / 最重要サポート:24179下(51750),True,75929.0,75977.0,68885.0,69145.0,-6784.0,陰線,外れ
29,70,20260427,20260426,42.29,低〜中,弱トレンド,陽線1連続後,76,-8618,images/70.png,第1サポート:4314下(-12932) / 第2サポート:10979下(-19597) / 第3サポート:15404下(-24022) / 第4サポート:22164下(-30782),True,-8618.0,-8524.0,-21200.0,-20261.0,-11643.0,陰線,外れ
30,49,20260427,20260426,42.04,中,中立,陰線1連続後,74,-61170,images/49.png,第1サポート:2516下(-63686) / 第2サポート:7699下(-68869) / 第3サポート:11976下(-73146) / 第4サポート:16859下(-78029) / 最重要サポート:21740下(-82910),True,-61170.0,-61122.0,-69893.0,-65969.0,-4799.0,陰線,外れ
31,54,20260427,20260426,41.86,中,中立,陽線3連続後,11,-232345,images/54.png,第1サポート:5267下(-237612) / 第2サポート:8464下(-240809) / 第3サポート:14588下(-246933) / 第4サポート:23025下(-255370) / 最重要サポート:35140下(-267485),True,-232345.0,-228184.0,-235914.0,-228278.0,4067.0,陽線,的中
32,63,20260427,20260426,41.74,低,弱トレンド,陰線1連続後,74,-133406,images/63.png,第1サポート:2957下(-136363) / 第2サポート:10273下(-143679) / 第3サポート:15450下(-148856) / 第4サポート:22921下(-156327) / 最重要サポート:33835下(-167241),True,-133406.0,-122185.0,-135659.0,-125612.0,7794.0,陽線,的中
33,64,20260427,20260426,41.5,低〜中,弱トレンド,陽線1連続後,75,-188324,images/64.png,第1サポート:5523下(-193847) / 第2サポート:8487下(-196811) / 第3サポート:11973下(-200297) / 第4サポート:14546下(-202870),True,-188324.0,-184636.0,-194825.0,-193974.0,-5650.0,陰線,外れ
34,116,20260427,20260426,41.5,高,中立,陰線1連続後,25,-157959,images/116.png,第1サポート:9854下(-167813) / 第2サポート:20073下(-178032) / 第3サポート:23113下(-181072) / 第4サポート:43354下(-201313) / 最重要サポート:64674下(-222633),True,-157959.0,-140400.0,-160588.0,-149461.0,8498.0,陽線,的中
35,132,20260427,20260426,41.5,低〜中,弱トレンド,陰線1連続後,30,-168038,images/132.png,第1サポート:1702下(-169740) / 第2サポート:7214下(-175252) / 第3サポート:28773下(-196811),True,-168038.0,-167944.0,-179305.0,-179117.0,-11079.0,陰線,外れ
36,47,20260427,20260426,41.21,中,中立,陽線3連続後,14,-207080,images/47.png,第1サポート:3870下(-210950) / 第2サポート:7026下(-214106) / 第3サポート:12531下(-219611) / 第4サポート:18458下(-225538) / 最重要サポート:23131下(-230211),True,-207080.0,-195202.0,-207361.0,-202244.0,4836.0,陽線,的中
37,117,20260427,20260426,41.21,高,中立,陽線2連続後,14,-71928,images/117.png,第1サポート:10202下(-82130) / 第2サポート:23394下(-95322) / 第3サポート:30366下(-102294) / 第4サポート:34356下(-106284) / 最重要サポート:42008下(-113936),True,-71928.0,-71723.0,-99819.0,-99547.0,-27619.0,陰線,外れ
38,115,20260427,20260426,40.98,高,中立,陽線1連続後,31,-109664,images/115.png,第1サポート:8686下(-118350) / 第2サポート:13300下(-122964) / 第3サポート:15830下(-125494) / 第4サポート:19678下(-129342) / 最重要サポート:27904下(-137568),True,-109664.0,-106753.0,-121354.0,-121166.0,-11502.0,陰線,外れ
39,56,20260427,20260426,40.77,低,弱トレンド,陰線1連続後,67,38554,images/56.png,第1サポート:1643下(36911) / 第2サポート:6374下(32180),True,38554.0,38602.0,29547.0,36805.0,-1749.0,陰線,外れ
40,48,20260427,20260426,40.64,中,中立,陰線1連続後,74,-303457,images/48.png,第1サポート:13968下(-317425) / 第2サポート:17453下(-320910) / 第3サポート:22439下(-325896) / 第4サポート:30501下(-333958) / 最重要サポート:33468下(-336925),True,-303457.0,-274477.0,-310871.0,-278831.0,24626.0,陽線,的中
41,67,20260427,20260426,39.95,低,弱トレンド,陰線2連続後,44,-469960,images/67.png,第1サポート:2263下(-472223) / 第2サポート:5367下(-475327) / 第3サポート:11591下(-481551) / 第4サポート:24704下(-494664) / 最重要サポート:40067下(-510027),True,-469960.0,-467903.0,-476815.0,-471283.0,-1323.0,陰線,外れ
42,55,20260427,20260426,39.43,低〜中,中立,陽線1連続後,69,-15923,images/55.png,第1サポート:6069下(-21992) / 第2サポート:19783下(-35706) / 第3サポート:32299下(-48222) / 第4サポート:39111下(-55034) / 最重要サポート:53343下(-69266),True,-15923.0,-12793.0,-43814.0,-43542.0,-27619.0,陰線,外れ
43,59,20260427,20260426,39.04,中,中立,陰線1連続後,74,-354197,images/59.png,第1サポート:6090下(-360287) / 第2サポート:15307下(-369504) / 第3サポート:18652下(-372849) / 第4サポート:28204下(-382401) / 最重要サポート:33175下(-387372),True,-354197.0,-354103.0,-366121.0,-354854.0,-657.0,陰線,外れ
44,147,20260427,20260426,38.5,低,弱トレンド,陽線2連続後,10,-144336,images/147.png,第1サポート:3450下(-147786) / 第2サポート:8605下(-152941) / 第3サポート:11811下(-156147) / 第4サポート:27544下(-171880) / 最重要サポート:40754下(-185090),True,-144336.0,-144288.0,-145045.0,-144950.0,-614.0,陰線,外れ
45,152,20260427,20260426,38.5,低〜中,中立,陰線2連続後,25,79953,images/152.png,第1サポート:6432下(73521) / 第2サポート:20189下(59764),True,79953.0,82270.0,75485.0,75580.0,-4373.0,陰線,外れ
46,135,20260427,20260426,38.17,高,中立,陰線1連続後,30,-32100,images/135.png,第1サポート:2849下(-34949) / 第2サポート:13683下(-45783) / 第3サポート:16606下(-48706) / 第4サポート:20497下(-52597) / 最重要サポート:23915下(-56015),True,-32100.0,-31677.0,-45621.0,-45433.0,-13333.0,陰線,外れ
47,134,20260427,20260426,38.11,高,中立,陽線後,46,-236257,images/134.png,第1サポート:5168下(-241425) / 第2サポート:17206下(-253463) / 第3サポート:23552下(-259809) / 第4サポート:35422下(-271679) / 最重要サポート:38949下(-275206),True,-236257.0,-230275.0,-238881.0,-238219.0,-1962.0,陰線,外れ
48,146,20260427,20260426,37.08,中,中立,陰線1連続後,38,-255996,images/146.png,第1サポート:8153下(-264149) / 第2サポート:13804下(-269800) / 第3サポート:18856下(-274852) / 第4サポート:23935下(-279931) / 最重要サポート:26867下(-282863),True,-255996.0,-217288.0,-260485.0,-222390.0,33606.0,陽線,的中
49,151,20260427,20260426,36.6,中,中立,陰線1連続後,42,-12404,images/151.png,第1サポート:6316下(-18720) / 第2サポート:16746下(-29150) / 第3サポート:20406下(-32810) / 第4サポート:24774下(-37178) / 最重要サポート:27727下(-40131),True,-12404.0,-12356.0,-21269.0,-21174.0,-8770.0,陰線,外れ
50,133,20260427,20260426,36.27,中,中立,陽線2連続後,13,-13284,images/133.png,第1サポート:7318下(-20602) / 第2サポート:13824下(-27108) / 第3サポート:34558下(-47842) / 第4サポート:37153下(-50437) / 最重要サポート:42507下(-55791),True,-13284.0,-13190.0,-23706.0,-23518.0,-10234.0,陰線,外れ
51,65,20260427,20260426,34.98,低,反発狙い・要注意,陰線後,168,-313066,images/65.png,第1サポート:188下(-313254),True,-313066.0,-309404.0,-326681.0,-316962.0,-3896.0,陰線,外れ
52,72,20260427,20260426,34.86,低〜中,中立,陽線2連続後,33,200604,images/72.png,第1サポート:2510下(198094) / 第2サポート:8251下(192353) / 第3サポート:11711下(188893) / 第4サポート:14709下(185895) / 最重要サポート:36998下(163606),True,200604.0,209304.0,194292.0,200203.0,-401.0,陰線,外れ
53,61,20260427,20260426,34.78,低,弱トレンド,陰線1連続後,72,33148,images/61.png,第1サポート:2130下(31018) / 第2サポート:6616下(26532) / 第3サポート:13427下(19721),True,33148.0,35867.0,25276.0,25371.0,-7777.0,陰線,外れ
54,43,20260427,20260426,34.5,低,弱トレンド,陰線2連続後,40,-134012,images/43.png,第1サポート:1549下(-135561),True,-134012.0,-127652.0,-138385.0,-131151.0,2861.0,陽線,的中
55,58,20260427,20260426,34.5,低,反発狙い・要注意,陰線4連続後,15,-333308,images/58.png,第1サポート:272下(-333580),True,-333308.0,-333495.0,-344998.0,-341711.0,-8403.0,陰線,外れ
56,114,20260427,20260426,34.5,低,弱トレンド,陰線2連続後,20,-131569,images/114.png,第1サポート:272下(-131841),True,-131569.0,-123540.0,-144808.0,-144620.0,-13051.0,陰線,外れ
57,39,20260427,20260426,33.73,低〜中,弱トレンド,陰線1連続後,69,-75741,images/39.png,第1サポート:1814下(-77555) / 第2サポート:6933下(-82674) / 第3サポート:11616下(-87357) / 第4サポート:20648下(-96389) / 最重要サポート:30549下(-106290),True,-75741.0,-75647.0,-92079.0,-89496.0,-13755.0,陰線,外れ
58,38,20260427,20260426,33.6,低〜中,弱トレンド,陽線1連続後,81,-240407,images/38.png,第1サポート:4043下(-244450) / 第2サポート:14526下(-254933),True,-240407.0,-228622.0,-241252.0,-229233.0,11174.0,陽線,的中
59,122,20260427,20260426,33.5,低〜中,中立,陰線2連続後,20,-190701,images/122.png,第1サポート:8035下(-198736) / 第2サポート:19069下(-209770) / 第3サポート:23371下(-214072) / 第4サポート:28612下(-219313) / 最重要サポート:31854下(-222555),True,-190701.0,-159952.0,-194782.0,-163830.0,26871.0,陽線,的中
60,62,20260427,20260426,33.14,低,弱トレンド,陰線2連続後,44,-357614,images/62.png,第1サポート:2276下(-359890) / 第2サポート:8939下(-366553) / 第3サポート:26195下(-383809) / 第4サポート:30696下(-388310) / 最重要サポート:48176下(-405790),True,-357614.0,-327137.0,-358226.0,-333396.0,24218.0,陽線,的中
61,121,20260427,20260426,32.87,中,中立,陽線後,51,-28128,images/121.png,第1サポート:4671下(-32799) / 第2サポート:10823下(-38951) / 第3サポート:29386下(-57514),True,-28128.0,-28033.0,-38435.0,-37016.0,-8888.0,陰線,外れ
62,35,20260427,20260426,32.5,低,弱トレンド,陰線2連続後,50,-109728,images/35.png,第1サポート:2252下(-111980) / 第2サポート:6437下(-116165),True,-109728.0,-98789.0,-113014.0,-99117.0,10611.0,陽線,的中
63,111,20260427,20260426,32.43,低,弱トレンド,陰線1連続後,29,-348275,images/111.png,第1サポート:4315下(-352590),True,-348275.0,-339078.0,-348605.0,-346620.0,1655.0,陽線,的中
64,136,20260427,20260426,30.86,低,弱トレンド,陰線1連続後,33,-246815,images/136.png,第1サポート:3173下(-249988) / 第2サポート:7226下(-254041) / 第3サポート:13759下(-260574) / 第4サポート:16807下(-263622) / 最重要サポート:23383下(-270198),True,-246815.0,-246721.0,-259772.0,-259584.0,-12769.0,陰線,外れ
65,40,20260427,20260426,30.21,低,反発狙い,陰線4連続後,14,118590,images/40.png,第1サポート:4732下(113858) / 第2サポート:11367下(107223) / 第3サポート:14789下(103801) / 第4サポート:24407下(94183),True,118590.0,136055.0,113191.0,131736.0,13146.0,陽線,的中
66,129,20260427,20260426,29.98,低,弱トレンド,陰線1連続後,31,-60756,images/129.png,第1サポート:5107下(-65863) / 第2サポート:8235下(-68991) / 第3サポート:12945下(-73701),True,-60756.0,-60708.0,-70614.0,-70519.0,-9763.0,陰線,外れ
67,66,20260427,20260426,28.58,高,中立,陽線3連続後,13,-168956,images/66.png,第1サポート:3641下(-172597) / 第2サポート:6163下(-175119) / 第3サポート:14201下(-183157) / 第4サポート:19267下(-188223) / 最重要サポート:22449下(-191405),True,-168956.0,-158601.0,-174346.0,-174156.0,-5200.0,陰線,外れ
68,123,20260427,20260426,27.83,低,弱トレンド,陽線1連続後,30,-339986,images/123.png,第1サポート:6549下(-346535) / 第2サポート:13116下(-353102) / 第3サポート:21468下(-361454) / 第4サポート:24054下(-364040) / 最重要サポート:52042下(-392028),True,-339986.0,-339781.0,-363183.0,-362911.0,-22925.0,陰線,外れ
69,131,20260427,20260426,27.83,低,反発狙い,陰線3連続後,12,15374,images/131.png,第1サポート:3787下(11587) / 第2サポート:14482下(892) / 第3サポート:22370下(-6996) / 第4サポート:33844下(-18470),True,15374.0,15468.0,2135.0,2323.0,-13051.0,陰線,外れ
70,149,20260427,20260426,27.82,低〜中,弱トレンド,陽線1連続後,38,13967,images/149.png,第1サポート:15951下(-1984) / 第2サポート:35721下(-21754) / 第3サポート:39154下(-25187),True,13967.0,14015.0,9570.0,9665.0,-4302.0,陰線,外れ
71,130,20260427,20260426,27.07,低,反発狙い・弱トレンド,陰線3連続後,14,-151715,images/130.png,第1サポート:7335下(-159050) / 第2サポート:11268下(-162983) / 第3サポート:15679下(-167394) / 第4サポート:19512下(-171227),True,-151715.0,-151621.0,-163405.0,-163217.0,-11502.0,陰線,外れ
72,148,20260427,20260426,25.33,低,弱トレンド,陰線1連続後,41,-378979,images/148.png,第1サポート:1723下(-380702) / 第2サポート:29716下(-408695),True,-378979.0,-378885.0,-390528.0,-390340.0,-11361.0,陰線,外れ
73,71,20260427,20260426,24.5,低,弱トレンド,陰線2連続後,40,-220309,images/71.png,第1サポート:4882下(-225191),True,-220309.0,-219886.0,-239276.0,-232938.0,-12629.0,陰線,外れ
74,108,20260427,20260426,23.91,低,弱トレンド,陰線2連続後,17,-202308,images/108.png,第1サポート:4747下(-207055) / 第2サポート:10884下(-213192) / 第3サポート:34343下(-236651) / 第4サポート:39373下(-241681) / 最重要サポート:43385下(-245693),True,-202308.0,-202103.0,-230811.0,-230539.0,-28231.0,陰線,外れ
75,119,20260427,20260426,19.09,低,弱トレンド,陽線1連続後,34,-407802,images/119.png,第1サポート:1731下(-409533) / 第2サポート:4711下(-412513) / 第3サポート:16244下(-424046) / 第4サポート:22207下(-430009),True,-407802.0,-407754.0,-414184.0,-414090.0,-6288.0,陰線,外れ
76,60,20260427,20260426,12.15,低,反発狙い・要注意,陰線4連続後,17,-346838,images/60.png,第1サポート:188下(-347026),True,-346838.0,-345992.0,-357964.0,-357776.0,-10938.0,陰線,外れ
77,120,20260427,20260426,5.5,高,中立,陽線2連続後,11,95183,images/120.png,第1サポート:2293下(92890) / 第2サポート:14907下(80276) / 第3サポート:19124下(76059) / 第4サポート:35955下(59228) / 最重要サポート:42825下(52358),True,95183.0,95231.0,90006.0,90101.0,-5082.0,陰線,外れ
78,110,20260427,20260426,5.0,低,反発狙い,陰線4連続後,5,163126,images/110.png,第1サポート:3353下(159773) / 第2サポート:9252下(153874) / 第3サポート:26799下(136327) / 第4サポート:30168下(132958) / 最重要サポート:33846下(129280),True,163126.0,196800.0,162514.0,191018.0,27892.0,陽線,的中
