rank,machine,target_date,base_date,prob,reliability,trade_type,method,sample_n,base_close,image,supports,found,open,high,low,close,diff,actual,hit
1,158,20260503,20260502,85.5,中,中立,全体陽線率,5,35122,images/158.png,第1サポート:14329下(20793) / 第2サポート:23320下(11802) / 第3サポート:31797下(3325) / 第4サポート:37854下(-2732) / 最重要サポート:47434下(-12312),True,35122.0,43909.0,27066.0,43061.0,7939.0,陽線,的中
2,156,20260503,20260502,65.5,中,中立,全体陽線率,5,8663,images/156.png,第1サポート:4727下(3936) / 第2サポート:13497下(-4834) / 第3サポート:25821下(-17158) / 第4サポート:40819下(-32156),True,8663.0,22138.0,5377.0,8570.0,-93.0,陰線,外れ
3,66,20260503,20260502,58.06,高,中立,陰線1連続後,78,-188397,images/66.png,第1サポート:3101下(-191498) / 第2サポート:10982下(-199379) / 第3サポート:15408下(-203805) / 第4サポート:18780下(-207177) / 最重要サポート:21315下(-209712),True,-188397.0,-179626.0,-191328.0,-188727.0,-330.0,陰線,外れ
4,113,20260503,20260502,57.34,高,順張り寄り,陽線1連続後,31,171569,images/113.png,第1サポート:3742下(167827) / 第2サポート:12782下(158787) / 第3サポート:16785下(154784) / 第4サポート:29165下(142404) / 最重要サポート:38875下(132694),True,171569.0,171617.0,161782.0,161877.0,-9692.0,陰線,外れ
5,121,20260503,20260502,56.83,低〜中,反発狙い,陰線3連続後,12,-8936,images/121.png,第1サポート:3642下(-12578) / 第2サポート:10697下(-19633) / 第3サポート:14937下(-23873) / 第4サポート:19830下(-28766) / 最重要サポート:30567下(-39503),True,-8936.0,-3208.0,-19921.0,-3396.0,5540.0,陽線,的中
6,70,20260503,20260502,56.75,高,中立,陰線1連続後,80,-9169,images/70.png,第1サポート:2868下(-12037) / 第2サポート:8842下(-18011) / 第3サポート:11463下(-20632) / 第4サポート:14900下(-24069) / 最重要サポート:21901下(-31070),True,-9169.0,-9121.0,-18601.0,-15457.0,-6288.0,陰線,外れ
7,57,20260503,20260502,55.5,高,順張り寄り,陽線3連続後,14,-53215,images/57.png,第1サポート:16356下(-69571) / 第2サポート:25928下(-79143) / 第3サポート:30118下(-83333) / 第4サポート:39151下(-92366) / 最重要サポート:43235下(-96450),True,-53215.0,-53121.0,-67722.0,-64013.0,-10798.0,陰線,外れ
8,74,20260503,20260502,55.5,高,順張り寄り,陰線1連続後,76,-22197,images/74.png,第1サポート:9901下(-32098) / 第2サポート:14754下(-36951) / 第3サポート:26291下(-48488) / 第4サポート:29889下(-52086) / 最重要サポート:32402下(-54599),True,-22197.0,7667.0,-23013.0,5491.0,27688.0,陽線,的中
9,119,20260503,20260502,54.5,低,反発狙い,陰線4連続後,10,-404306,images/119.png,第1サポート:3716下(-408022) / 第2サポート:9784下(-414090) / 第3サポート:25703下(-430009),True,-404306.0,-395038.0,-413549.0,-399246.0,5060.0,陽線,的中
10,44,20260503,20260502,52.5,高,中立,陽線1連続後,70,95299,images/44.png,第1サポート:8732下(86567) / 第2サポート:20183下(75116) / 第3サポート:24003下(71296) / 第4サポート:31441下(63858) / 最重要サポート:50218下(45081),True,95299.0,100122.0,87995.0,99153.0,3854.0,陽線,的中
11,50,20260503,20260502,52.19,低,反発狙い・要注意,陰線3連続後,26,-237243,images/50.png,第1サポート:272下(-237515),True,-237243.0,-225881.0,-242642.0,-226069.0,11174.0,陽線,的中
12,75,20260503,20260502,51.45,低〜中,弱トレンド,陰線1連続後,76,-35286,images/75.png,第1サポート:9806下(-45092) / 第2サポート:12926下(-48212) / 第3サポート:17742下(-53028) / 第4サポート:31279下(-66565) / 最重要サポート:35157下(-70443),True,-35286.0,-19229.0,-36694.0,-21717.0,13569.0,陽線,的中
13,76,20260503,20260502,49.77,高,中立,陽線後,131,-197411,images/76.png,第1サポート:5405下(-202816) / 第2サポート:10475下(-207886) / 第3サポート:18477下(-215888) / 第4サポート:27069下(-224480) / 最重要サポート:31669下(-229080),True,-197411.0,-197317.0,-211495.0,-211307.0,-13896.0,陰線,外れ
14,51,20260503,20260502,48.56,高,中立,陽線1連続後,72,48503,images/51.png,第1サポート:1660下(46843) / 第2サポート:6350下(42153) / 第3サポート:13175下(35328) / 第4サポート:16165下(32338) / 最重要サポート:27986下(20517),True,48503.0,55950.0,44816.0,53634.0,5131.0,陽線,的中
15,42,20260503,20260502,48.16,低〜中,中立,陰線2連続後,41,155027,images/42.png,第1サポート:4249下(150778) / 第2サポート:18876下(136151),True,155027.0,163633.0,145808.0,160087.0,5060.0,陽線,的中
16,46,20260503,20260502,48.07,低,反発狙い・要注意,陰線3連続後,28,-311304,images/46.png,第1サポート:1760下(-313064) / 第2サポート:9928下(-321232) / 第3サポート:27602下(-338906) / 第4サポート:30982下(-342286),True,-311304.0,-311210.0,-323041.0,-322524.0,-11220.0,陰線,外れ
17,34,20260503,20260502,46.71,低〜中,弱トレンド,陽線1連続後,73,-44269,images/34.png,第1サポート:3921下(-48190) / 第2サポート:12732下(-57001),True,-44269.0,-42590.0,-48831.0,-46231.0,-1962.0,陰線,外れ
18,115,20260503,20260502,46.68,高,中立,陰線1連続後,34,-90597,images/115.png,第1サポート:5475下(-96072) / 第2サポート:20272下(-110869) / 第3サポート:31343下(-121940) / 第4サポート:35905下(-126502) / 最重要サポート:40706下(-131303),True,-90597.0,-78155.0,-96653.0,-81535.0,9062.0,陽線,的中
19,53,20260503,20260502,46.5,低〜中,反発狙い,陰線3連続後,25,-64193,images/53.png,第1サポート:14355下(-78548) / 第2サポート:21073下(-85266) / 第3サポート:27802下(-91995) / 第4サポート:37251下(-101444) / 最重要サポート:42065下(-106258),True,-64193.0,-45085.0,-73441.0,-47385.0,16808.0,陽線,的中
20,118,20260503,20260502,46.04,高,中立,陰線1連続後,37,7501,images/118.png,第1サポート:6079下(1422) / 第2サポート:15234下(-7733) / 第3サポート:21996下(-14495) / 第4サポート:25270下(-17769) / 最重要サポート:37293下(-29792),True,7501.0,48051.0,3928.0,47776.0,40275.0,陽線,的中
21,61,20260503,20260502,44.78,低〜中,弱トレンド,陽線1連続後,67,24733,images/61.png,第1サポート:5012下(19721) / 第2サポート:15393下(9340) / 第3サポート:28190下(-3457) / 第4サポート:38096下(-13363),True,24733.0,24781.0,20762.0,21211.0,-3522.0,陰線,外れ
22,47,20260503,20260502,44.5,低,弱トレンド,陽線1連続後,64,-214786,images/47.png,第1サポート:4791下(-219577) / 第2サポート:10615下(-225401) / 第3サポート:16241下(-231027) / 第4サポート:20591下(-235377) / 最重要サポート:27700下(-242486),True,-214786.0,-214692.0,-233706.0,-227415.0,-12629.0,陰線,外れ
23,49,20260503,20260502,44.5,低,弱トレンド,陰線2連続後,44,-88430,images/49.png,第1サポート:7647下(-96077) / 第2サポート:24805下(-113235),True,-88430.0,-80962.0,-97546.0,-95120.0,-6690.0,陰線,外れ
24,128,20260503,20260502,44.5,低,反発狙い・要注意,陰線5連続後,6,-190537,images/128.png,第1サポート:188下(-190725),True,-190537.0,-190442.0,-205997.0,-205808.0,-15271.0,陰線,外れ
25,58,20260503,20260502,43.69,低〜中,弱トレンド,陰線1連続後,64,-311878,images/58.png,第1サポート:11113下(-322991) / 第2サポート:39982下(-351860),True,-311878.0,-311050.0,-320530.0,-320435.0,-8557.0,陰線,外れ
